Ubicac.técnica,Equipo,Tipo de equipo,Equipo superior
1101-PL1-MCRO-DESX-PHM0001,500004833,E,
8001-PL1-SAUP-PTAR-BOM0001,500004834,E,
8001-PL1-SAUP-LABO-COM0002,500004835,E,
1101-PL1-ADRE-LRCA-TAN4001,500004836,E,
2101-PL1-MOLI-MOLP-PUE0001,500004837,E,
1002-MI1-EAUM-TOLV-TOL0001,500004838,E,
1002-MI1-EAUM-TOLV-TOL0002,500004839,E,
1002-MI1-EAUM-TOLV-TOL0003,500004840,E,
1002-MI1-EAUM-TOLV-TOL0004,500004841,E,
1002-MI1-EAUM-TOLV-TOL0005,500004842,E,
1002-MI1-EAUM-TOLV-TOL0006,500004843,E,
1002-MI1-EAUM-TOLV-TOL0007,500004844,E,
1002-MI1-EAUM-TOLV-TOL0008,500004845,E,
1002-MI1-EAUM-TOLV-TOL0009,500004846,E,
1002-MI1-EAUM-TOLV-TOL0010,500004847,E,
1002-MI1-EAUM-TOLV-TOL0011,500004848,E,
8001-PL1-NPUR-PURI-FIL0002,500004849,E,
2101-PL1-REAC-PR03-TAQ0001,500004850,E,
2101-PL1-REAC-PR03-TAQ0002,500004851,E,
2101-PL1-RELA-RL03-BOM0001,500004852,E,
2101-PL1-RELA-RL03-BOM0002,500004853,E,
1101-PL1-MCRO-CLAR-MAQHERR,500004854,E,
1101-PL1-ADRE-LRCA-MAQHERR,500004855,E,
1004-MI1-EAUM-TOLV-TOL0025,500004856,E,
1005-PL1-RELA-FLRE-FIL0003,500004857,E,
1005-PL1-MCRO-MCR1-FIL004P,500004858,E,
1101-PL1-TMAN-TA01,500004859,E,
8001-PL1-NPUR-PURI-FIL0003,500004860,E,
8001-PL1-ASUL-SACS-COB0101,500004861,E,
1004-MI1-EAUM-LTRO,500004862,E,
1004-MI1-EAUM-LTRO,500004863,E,
1004-MI1-EAUM-LTRO,500004864,E,
2101-PL1-MOLI-MOLS-BOM018A,500004865,E,
2101-PL1-MOLI-MOLS-BOM018B,500004866,E,
2101-PL1-MOLI-MOLS-HID650A,500004867,E,
2101-PL1-MOLI-MOLS-HID650B,500004868,E,
1002-PL1-FLOT-SCMO,500004869,E,
1004-PL3-CIAN-CIAN-BOM4046,500004870,E,
2101-SUP-EAPL-MONT,500004871,E,
1004-PL3-CIAN-SAUX-BOM5001,500004872,E,
2101-PL1-RELA-POZA-POZ0001,500004873,E,
8001-PL1-ASUL-AGEN-VEN0001,500004874,E,
1101-PL1-MCRO-PREC-BOM0012,500004875,E,
8001-PL1-ASUL-AGEN-VEN0002,500004876,E,
8001-PL1-ASUL-AGEN-VEN0003,500004877,E,
8001-PL1-ASUL-AGEN-VEN0004,500004878,E,
1101-PL2-TAAC-TAAC-BOM1031,500004879,E,
,500004880,E,
8001-GTE-SUBE-S009-SUB0010,500004881,E,
,500004882,E,
1004-MI1-EB01-ES08-BOM0005,500004883,E,
1005-PL1-FLOT-FLT2-BOM0101,500004884,E,
1005-AUX-LGEO-PETR,500004885,E,
1005-AUX-LGEO-PETR,500004886,E,
1005-PL1-CCOM-COMP-COM0001,500004887,E,
1005-PL1-CCOM-COMP-COM0002,500004888,E,
1005-PL1-CCOM-COMP-COM0003,500004889,E,
1005-PL1-CCOM-COMP-COM0004,500004890,E,
1005-PL1-FLOT-FLT2-BOM0102,500004891,E,
1005-PL1-FLOT-FLT2-BOM0103,500004892,E,
1005-PL1-FLOT-FLT2-BOM0104,500004893,E,
1005-PL1-FLOT-FLT2-BOM0105,500004894,E,
1005-PL1-FLOT-FLT2-BOM0106,500004895,E,
1005-PL1-FLOT-FLT1-BOM0107,500004896,E,
1005-PL1-FLOT-FLT1-BOM0108,500004897,E,
1005-PL1-FLOT-FLT1-BOM0109,500004898,E,
1005-PL1-FLOT-FLT1-BOM0110,500004899,E,
1005-PL1-FLOT-FLT1-BOM0111,500004900,E,
1005-PL1-FLOT-FLT1-BOM0112,500004901,E,
1101-PL1-ADRE-ADSO-VAL0001,500004902,E,
1101-PL1-ADRE-ADSO-VAL0002,500004903,E,
1101-PL1-ADRE-ADSO-VAL0003,500004904,E,
1101-PL1-ADRE-ADSO-VAL0004,500004905,E,
1101-PL1-MCRO-CLAR-VAL0001,500004906,E,
1101-PL1-MCRO-CLAR-VAL0002,500004907,E,
1101-PL1-MCRO-CLAR-VAL0003,500004908,E,
1101-PL1-MCRO-CLAR-VAL0004,500004909,E,
1101-PL1-MCRO-CLAR-BOM0011,500004910,E,
1101-PL1-ADRE-ADSO-BOM0007,500004911,E,
1005-PL1-FUND-RETO-BOM006B,500004912,E,
1005-PL1-FUND-RETO-BOM005A,500004913,E,
1005-MI1-TMAN-TA01-EQUREPA,500004914,E,
1005-SUP-TAAC-RAGU-BOM0001,500004915,E,
,500004916,T,
2101-PL2-MOLI-RMPB-NHI0001,500004917,E,
1101-PL1-TMAN-TA01,500004918,E,
8001-PL1-SAUP-OSMO-TAQ0001,500004919,E,
8001-PL1-SAUP-OSMO-TAQ0002,500004920,E,
8001-PL1-SAUP-OSMO-TAQ0003,500004921,E,
8001-PL1-SAUP-OSMO-TAQ0004,500004922,E,
8001-PL1-SAUP-OSMO-TAQ0005,500004923,E,
1003-PL1-CHAN-CHAP-BAL0001,500004924,E,
8001-PL1-SAUP-PTAR-BOM0002,500004925,E,
8001-PL1-SAUP-PTAR-SOP0002,500004926,E,
8001-PL1-SAUP-OSMO-FIL0001,500004927,E,
2101-PL2-CHAN-CHAP-CHA0002,500004928,E,
,500004929,E,
1005-PL1-MCRO-MCR1-BOM003A,500004930,E,
1005-PL1-REAC-PRCI-BOM019A,500004931,E,
1002-AUX-LQUI-HOTB,500004932,E,
1002-AUX-LQUI-HOTB,500004933,E,
1002-AUX-LQUI-HOTB,500004934,E,
1002-AUX-LQUI-HOTB,500004935,E,
1002-AUX-LQUI-PLDI,500004936,E,
1002-AUX-LQUI-PLDI,500004937,E,
1004-MI1-EAUM-TOLV-TOL0026,500004938,E,
1004-MI1-EAUM-TOLV-TOL0027,500004939,E,
1004-MI1-EAUM-TOLV-TOL0028,500004940,E,
8001-PL1-LACI-FILT-TAQ0001,500004941,E,
1004-MI1-EAUM-LTRO,500004942,E,
1004-MI1-EAUM-LTRO,500004943,E,
1005-PL1-RELA-ETRE-BOM003A,500004944,E,
2101-PL1-ESFI-FIL1-FIP0004,500004945,E,
1004-MI1-EAUM-LTRO,500004946,E,
2101-PL3-PETA-ACOM,500004947,E,
2101-PL3-PETA-ACOM,500004948,E,
1201-PL1-LIXI-BORI-BOM0008,500004949,E,
,500004950,E,
1001-MI1-PIZA-PIQ1,500004951,E,
1001-MI1-PIZA-PIQ2,500004952,E,
1004-SUP-TMAN-TA07-EQREPA,500004953,E,
,500004954,E,
1004-MI1-EAUM-TOLV-TOL0011,500004955,E,
1004-MI1-EAUM-TOLV-TOL0011,500004956,E,
1201-PL1-PADR-REAC-BOM3001,500004957,E,
2101-PL3-PETA-ACOM,500004958,E,
2101-PL3-PETA-ACOM,500004959,E,
2101-PL3-PETA-COLE,500004960,E,
2101-PL3-PETA-COLE,500004961,E,
2101-PL3-PETA-REAC,500004962,E,
2101-PL3-PETA-REAC,500004963,E,
2101-PL3-PETA-REAC,500004964,E,
2101-PL3-PETA-REAC,500004965,E,
2101-PL3-PETA-REAC,500004966,E,
2101-PL3-PETA-REAC,500004967,E,
2101-PL3-PETA-REAC,500004968,E,
2101-PL3-PETA-REAC,500004969,E,
2101-PL3-PETA-REAC,500004970,E,
2101-PL3-PETA-REAC,500004971,E,
2101-PL3-PETA-REAC,500004972,E,
2101-PL3-PETA-REAC,500004973,E,
2101-PL3-PETA-REAC,500004974,E,
2101-PL3-PETA-NEUT,500004975,E,
2101-PL3-PETA-NEUT,500004976,E,
2101-PL3-PETA-NEUT,500004977,E,
2101-PL3-PETA-NEUT,500004978,E,
2101-PL3-PETA-NEUT,500004979,E,
2101-PL3-PETA-NEUT,500004980,E,
2101-PL3-PETA-NEUT,500004981,E,
2101-PL3-PETA-NEUT,500004982,E,
2101-PL3-PETA-NEUT,500004983,E,
2101-PL3-PETA-NEUT,500004984,E,
2101-PL3-PETA-NEUT,500004985,E,
2101-PL3-PETA-NEUT,500004986,E,
2101-PL3-PETA-ACON,500004987,E,
2101-PL3-PETA-ACON,500004988,E,
2101-PL3-PETA-ACON,500004989,E,
2101-PL3-PETA-ACON,500004990,E,
1004-PL2-MOLI-MOLS-BOM3005,500004991,E,
1004-PL2-MOLI-MOLS-BOM3006,500004992,E,
1004-GTE-SELM-S168,500004993,E,
1004-GTE-SELM-S168,500004994,E,
1004-GTE-SELM-S168,500004995,E,
1004-GTE-SELM-S168,500004996,E,
1004-GTE-SELM-S129,500004997,E,
2101-PL3-PETA-ACON,500004998,E,
1004-GTE-SELM-S129,500004999,E,
2101-PL3-PETA-ACON,500005000,E,
1004-GTE-SELM-S129,500005001,E,
2101-PL3-PETA-SALA,500005002,E,
2101-PL3-PETA-SALA,500005003,E,
2101-PL3-PETA-SBOM,500005004,E,
2101-PL3-PETA-SBOM,500005005,E,
2101-PL3-PETA-SBOM,500005006,E,
2101-PL3-PETA-SBOM,500005007,E,
2101-PL3-PETA-PCAL,500005008,E,
2101-PL3-PETA-PCAL,500005009,E,
2101-PL3-PETA-PCAL,500005010,E,
2101-PL3-PETA-PCAL,500005011,E,
2101-PL3-PETA-PCAL,500005012,E,
2101-PL3-PETA-PCAL,500005013,E,
2101-PL3-PETA-PCAL,500005014,E,
2101-PL3-PETA-RECT,500005015,E,
2101-PL3-PETA-RECT,500005016,E,
2101-PL3-PETA-RECT,500005017,E,
2101-PL3-PETA-RECT,500005018,E,
,500005019,E,
2101-PL3-PETA-RECT,500005020,E,
2101-PL3-PETA-RECT,500005021,E,
2101-SUP-EAPL-COMP,500005022,E,
2101-SUP-EAPL-COMP,500005023,E,
2101-SUP-EAPL-GELE,500005024,E,
2101-SUP-EAPL-GELE,500005025,E,
2101-SUP-EAPL-GELE,500005026,E,
2101-SUP-EAPL-GELE,500005027,E,
2101-SUP-EAPL-GELE,500005028,E,
2101-SUP-EAPL-TILU,500005029,E,
2101-SUP-EAPL-TILU,500005030,E,
2101-SUP-EAPL-TILU,500005031,E,
,500005032,E,
,500005033,E,
1004-GTE-SELS-S100,500005034,E,
1004-GTE-SELS-S100,500005035,E,
1004-GTE-SELM-S171,500005036,E,
1004-GTE-SELM-S171,500005037,E,
1004-GTE-SELM-S166,500005038,E,
1004-GTE-SELM-S157,500005039,E,
1004-GTE-SELM-S152,500005040,E,
1004-GTE-SELM-S169,500005041,E,
1004-GTE-SELM-S161,500005042,E,
1004-GTE-SELM-S161,500005043,E,
1004-GTE-SELM-S155,500005044,E,
1004-GTE-SELM-S155,500005045,E,
1004-GTE-SELM-S165,500005046,R,500005047
1004-GTE-SELM-S165,500005047,E,
2101-PL3-RELA-FILT-BOM001A,500005048,E,
2101-PL3-RELA-FILT-BOM001B,500005049,E,
2101-PL3-RELA-LIXI-BOM001A,500005050,E,
2101-PL3-RELA-CONT-BOM001A,500005051,E,
2101-PL3-RELA-CONT-BOM001B,500005052,E,
2101-PL3-RELA-R5R7-BOM0001,500005053,E,
2101-PL3-RELA-R5R7-BOM0002,500005054,E,
2101-PL3-RELA-R5R7-BOM0003,500005055,E,
2101-PL3-RELA-R5R7-BOM0004,500005056,E,
2101-PL3-RELA-R5R7-BOM0005,500005057,E,
2101-PL3-RELA-R5R7-BOM0006,500005058,E,
2101-PL3-RELA-R5R7-BOM0007,500005059,E,
2101-PL3-RELA-R5R7-BOM0008,500005060,E,
2101-PL3-RELA-R5R7-BOM0009,500005061,E,
2101-PL3-RELA-R5R7-BOM0010,500005062,E,
2101-PL3-RELA-R5R7-BOM0011,500005063,E,
,500005064,E,
,500005065,E,
,500005066,E,
,500005067,E,
2101-PL3-RELA-POZ1-BOM001A,500005068,E,
2101-PL3-RELA-POZ2-BOM001A,500005069,E,
2101-PL3-RELA-PILA-BOM001A,500005070,E,
2101-PL3-RELA-PILA-BOM001B,500005071,E,
2101-PL3-RELA-PILA-BOM001C,500005072,E,
2101-PL3-RELA-MSUR-BOM001A,500005073,E,
2101-PL3-RELA-MSUR-BOM001B,500005074,E,
2101-PL3-RELA-PTAM-BOM0001,500005075,E,
2101-PL3-RELA-PTAM-BOM0002,500005076,E,
2101-PL3-RELA-PTAM-BOM0003,500005077,E,
2101-PL3-RELA-PTAM-BOM0004,500005078,E,
2101-PL3-RELA-PTAM-BOM0005,500005079,E,
,500005080,E,
2101-PL3-RELA-EBR4-BOM0001,500005081,E,
2101-PL3-RELA-EBR4-BOM0002,500005082,E,
2101-PL3-RELA-EBR4-BOM0003,500005083,E,
2101-PL3-RELA-EBR4-BOM0004,500005084,E,
2101-PL3-RELA-SMEL-BOM0001,500005085,E,
2101-PL3-RELA-RECI-BOM0001,500005086,E,
2101-PL3-RELA-RECI-BOM0002,500005087,E,
2101-PL3-RELA-RECI-BOM0003,500005088,E,
,500005089,E,
,500005090,E,
1004-GTE-SELM-S153,500005091,E,
1004-GTE-SELM-S126,500005092,E,
1005-PL1-RELA-SAR1-PUE0001,500005093,E,
1003-PL1-RELA-SAUX-TAN0607,500005094,E,
1003-PL1-RELA-SAUX-TAN0608,500005095,E,
8001-PL1-CRIS-CRIS-PRG0001,500005096,E,
1004-PL2-FLOT-FLT1-BCF0019,500005097,E,
1004-PL2-FLOT-FLT3-BOM3038,500005098,E,
2101-SUP-EAPL-TANQ,500005099,E,
2101-SUP-EAPL-TANQ,500005100,E,
2101-SUP-EAPL-TANQ,500005101,E,
2101-SUP-EAPL-TANQ,500005102,E,
2101-SUP-EAPL-TANQ,500005103,E,
2101-SUP-EAPL-SECA,500005104,E,
2101-SUP-EAPL-SECA,500005105,E,
8001-PL1-LACI-LIXI-INT0002,500005106,E,
1005-PL1-EFIL-SAEF-BAL0001,500005107,E,
1005-PL1-RELA-ETRE-BOM001C,500005108,E,
2101-PL3-RELA-PTAM-BOM0007,500005109,E,
2101-PL3-RELA-PTAM-BOM0008,500005110,E,
2101-PL3-RELA-PTAM-BOM0009,500005111,E,
1002-PL1-TMAN-TA01,500005112,E,
1005-PL1-REAC-SARE-PUE0002,500005113,E,
1004-MI1-PIQ1-EC01-TOL0029,500005114,E,
8001-PL1-SAUP-LABO-BOM0001,500005115,E,
1004-PL1-ESFI-EFI1-BOM2054,500005116,E,
1004-MI1-PIQ2-EC01-TOL0030,500005117,E,
1004-MI1-PIQ2-EC01-TOL0030,500005118,E,
1004-MI1-PIQ2-EC01-TOL0032,500005119,E,
1004-MI1-EB01-ES18-BOM001,500005120,E,
1004-MI1-EB01-ES18-BOM002,500005121,E,
1004-MI1-EB01-ES18-BOM003,500005122,E,
1004-MI1-EB01-ES18-BOM004,500005123,E,
1003-MI1-EAUM-BOMB,500005124,E,
1003-PL1-MCRO-MCR2-TAN0503,500005125,E,
1005-PL1-MCRO-MCR1-BOM003C,500005126,E,
1004-GTE-SELM-S172,500005127,E,
1004-GTE-SELM-S176,500005128,E,
1004-GTE-SELM-S175,500005129,E,
1005-PL1-MOLI-MOLS-DIS0001,500005130,E,
1005-PL1-MOLI-MOLT-DIS0002,500005131,E,
8001-PL1-ASUL-FAZU-BOM004,500005132,E,
1004-GTE-SELM-S150,500005133,E,
1004-GTE-SELM-S151,500005134,E,
1004-GTE-SELM-S148,500005135,E,
1004-GTE-SELS-S202,500005136,E,
1001-MI1-EAUM-PLAT-PLA0004,500005137,E,
1001-MI1-EAUM-PLAT-PLA0004,500005138,E,
1001-MI1-EAUM-PLAT-PLA0004,500005139,E,
1001-MI1-EAUM-PLAT-PLA0004,500005140,E,
1004-GTE-SELP-S206,500005141,E,
1004-SUP-EAUS-EV01-GIB0015,500005142,E,
1004-SUP-EAUS-EV01-GIB0016,500005143,E,
1004-SUP-EAUS-EV01-GIB0017,500005144,E,
1004-SUP-EAUS-EV01-GIB0018,500005145,E,
1004-SUP-EAUS-EV01-GIB0019,500005146,E,
1003-MI1-ESOS-BOMB,500005147,E,
1003-MI1-ESOS-BOMB,500005148,E,
1003-MI1-ESOS-BOMB,500005149,E,
1003-MI1-ESOS-BOMB,500005150,E,
1003-MI1-ESOS-BOMB,500005151,E,
1003-MI1-ESOS-BOMB,500005152,E,
2101-SUP-EAPL-COMP,500005153,E,
1003-PL1-CIAN-CIAN-TAQ0101,500005154,E,
1003-PL1-MOLI-MOLS-CAJ0005,500005155,E,
8001-PL1-CRIS-CRIS-BOM0019,500005156,E,
1003-PL1-REAC-PRCI-TAQ0701,500005157,E,
1004-GTE-SELM-S108,500005158,E,
1004-GTE-SELP-S205,500005159,E,
1004-GTE-SELP-S205,500005160,E,
1004-GTE-SELP-S205,500005161,E,
1004-GTE-SELP-S205,500005162,E,
1004-GTE-SELP-S205,500005163,E,
1004-GTE-SELP-S205,500005164,E,
1004-GTE-SELP-S205,500005165,E,
1004-GTE-SELP-S205,500005166,E,
1004-GTE-SELP-S205,500005167,E,
1004-GTE-SELP-S205,500005168,E,
1004-GTE-SELP-S205,500005169,E,
1004-GTE-SELP-S205,500005170,E,
1004-GTE-SELP-S205,500005171,E,
1004-GTE-SELP-S205,500005172,R,500005171
1004-GTE-SELS-S236,500005173,T,
1004-MI1-EB01-ES07-BOM0004,500005174,E,
1004-MI1-EB01-ES09-BOM0002,500005175,E,
1004-MI1-EB01-ES10-BOM0004,500005176,E,
1004-MI1-EB01-ES10-BOM0005,500005177,E,
1004-MI1-EB01-ES19-BOM001,500005178,E,
1005-PL1-REAC-PRCF-BOM008A,500005179,E,
1005-PL1-REAC-PRCF-BOM008B,500005180,E,
1004-PL1-FLOT-FLT3-BOM2039,500005181,E,
1005-PL1-MOLI-CONC-ZAR0002,500005182,E,
1005-PL1-MOLI-MOLS-ZAR0002,500005183,E,
8001-PL1-LACI-LIXI-PRG001,500005184,E,
8001-PL1-NPUR-NEUT-PRG001,500005185,E,
1005-PL1-DCIS-DCIS-BOM003C,500005186,E,
1005-PL1-REAC-PRCF-BOM015H,500005187,E,
1003-PL1-MOLI-MOLP-CAJ0001,500005188,E,
1003-PL1-MOLI-MOLS-CAJ0004,500005189,E,
1003-PL1-MOLI-MOLS-CAJ0002,500005190,E,
1004-PL1-FLOT-FLT1-BOM2079,500005191,E,
1004-PL1-FLOT-FLT1-BOM2080,500005192,E,
1101-PL1-LIXI-BORI-BOM0005,500005193,E,
1101-PL1-MCRO-CLAR-BOM001D,500005194,E,
1005-PL1-RELA-ETRE-EXT0001,500005195,E,
1005-PL1-RELA-FLRE-FIL0004,500005196,E,
1005-PL1-RELA-FLRE-BOM0019,500005197,E,
1005-PL1-RELA-FLRE-BOM0020,500005198,E,
2101-PL2-ESFI-PESA-BAL0001,500005199,E,
2101-PL2-ESFI-PESA-BAL0002,500005200,E,
2101-PL2-ESFI-PESA-BOM0001,500005201,E,
1004-PL1-ESFI-EFI1-BOM2056,500005202,E,
1003-PL1-MCRO-MCR1-TAN0501,500005203,E,
1003-PL1-MCRO-MCR2-TAN0504,500005204,E,
1004-PL2-MOLI-MOLP-BAL0005,500005205,E,
1004-MI1-EAUM-TOLV-TOL0011,500005206,E,
1004-MI1-EAUM-TOLV-TOL0016,500005207,E,
1004-MI1-EAUM-TOLV-TOL0033,500005208,E,
1004-MI1-EACA-LOCO-LOC0003,500005209,E,
2101-PL1-MOLI-MOLP-LBA0001,500005210,E,
1004-SUP-TMAN-TA04,500005211,E,
1004-SUP-TMAN-TA04,500005212,E,
1003-PL1-MOLI-SAUX-PUE0004,500005213,E,
1003-PL1-CHAN-CHAP-BAL0002,500005214,E,
1004-SUP-TMAN-TA04,500005215,E,
1004-SUP-TMAN-TA04,500005216,E,
2101-PL1-FLOT-FLT1-BOM011A,500005217,E,
2101-PL1-FLOT-FLT1-BOM015A,500005218,E,
2101-PL1-CHAN-CHAT-FAJ005A,500005219,E,
2101-PL1-CHAN-CHAT-FAJ0019,500005220,E,
1201-PL1-MCRO-CLAR-BOM1005,500005221,E,
1201-PL1-MCRO-CLAR-BOM1006,500005222,E,
1201-GTE-GTEN-GELE-GEN1002,500005223,E,
1005-AUX-LQUI-MUES,500005224,E,
1005-AUX-LQUI-MUES,500005225,E,
1005-AUX-LQUI-MUES,500005226,E,
1005-AUX-LQUI-MUES,500005227,E,
1005-AUX-LQUI-MUES,500005228,E,
1005-AUX-LQUI-MUES,500005229,E,
1005-AUX-LQUI-MUES,500005230,E,
1005-AUX-LQUI-MUES,500005231,E,
2101-PL3-RELA-POZ1-BOM001C,500005232,E,
2101-PL3-RELA-ES05-TAB001,500005233,E,
2101-PL3-RELA-ES05-BOM001A,500005234,E,
2101-PL3-RELA-ES05-BOM001A,500005235,E,
2101-PL3-RELA-ES05-BOM001B,500005236,E,
2101-PL3-RELA-ES05-BOM001B,500005237,E,
2101-PL3-RELA-ES05-BOM0004,500005238,E,
1003-PL1-RELA-SAUX-ACU0601,500005239,E,
1004-PL1-RELA-SCMO-BOM0001,500005240,E,
2101-PL3-RELA-RECI-BOM0001,500005241,E,
2101-PL3-RELA-RECI-BOM0002,500005242,E,
2101-PL3-RELA-RECI-BOM0003,500005243,E,
2101-PL3-RELA-EBR4-TAB0001,500005244,E,
2101-PL3-RELA-EBR4-TAB0002,500005245,E,
2101-PL3-RELA-EBR4-BOM0002,500005246,E,
2101-PL3-RELA-EBR4-BOM0003,500005247,E,
2101-PL3-RELA-EBR4-BOM0004,500005248,E,
2101-PL3-RELA-EBR4-BOM0001,500005249,E,
1003-MI1-EACA-WARR-WAR2009,600000000,F,400000000
1003-MI1-EACA-WARR-WAR2009,600000001,F,400000000
1003-MI1-EACA-WARR-WAR2009,600000002,F,400000000
1003-MI1-EACA-WARR-WAR2009,600000003,F,400000000
1003-MI1-EACA-WARR-WAR2009,600000004,F,400000000
1003-MI1-EACA-WARR-WAR2005,600000005,F,400000001
1003-MI1-EACA-WARR-WAR2005,600000006,F,400000001
1003-MI1-EACA-WARR-WAR2005,600000007,F,400000001
1003-MI1-EACA-WARR-WAR2005,600000008,F,400000001
1003-MI1-EACA-WARR-WAR2005,600000009,F,400000001
1003-MI1-EACA-WARR-WAR2011,600000010,F,400000002
1003-MI1-EACA-WARR-WAR2011,600000011,F,400000002
1003-MI1-EACA-WARR-WAR2011,600000012,F,400000002
1003-MI1-EACA-WARR-WAR2011,600000013,F,400000002
1003-MI1-EACA-WARR-WAR2011,600000014,F,400000002
1003-MI1-EACA-WARR-WAR2001,600000015,F,400000003
1003-MI1-EACA-WARR-WAR2001,600000016,F,400000003
1003-MI1-EACA-WARR-WAR2001,600000017,F,400000003
1003-MI1-EACA-WARR-WAR2001,600000018,F,400000003
1003-MI1-EACA-WARR-WAR2001,600000019,F,400000003
1003-MI1-EACA-WARR-WAR2002,600000020,F,400000004
1003-MI1-EACA-WARR-WAR2002,600000021,F,400000004
1003-MI1-EACA-WARR-WAR2002,600000022,F,400000004
1003-MI1-EACA-WARR-WAR2002,600000023,F,400000004
1003-MI1-EACA-WARR-WAR2002,600000024,F,400000004
1003-MI1-EACA-WARR-WAR2035,600000025,F,400000005
1003-MI1-EACA-WARR-WAR2035,600000026,F,400000005
1003-MI1-EACA-WARR-WAR2035,600000027,F,400000005
1003-MI1-EACA-WARR-WAR2035,600000028,F,400000005
1003-MI1-EACA-WARR-WAR2035,600000029,F,400000005
1003-MI1-EACA-WARR-WAR2032,600000030,F,400000006
1003-MI1-EACA-WARR-WAR2032,600000031,F,400000006
1003-MI1-EACA-WARR-WAR2032,600000032,F,400000006
1003-MI1-EACA-WARR-WAR2032,600000033,F,400000006
1003-MI1-EACA-WARR-WAR2032,600000034,F,400000006
1003-MI1-EACA-WARR-WAR2006,600000035,F,400000007
1003-MI1-EACA-WARR-WAR2006,600000036,F,400000007
1003-MI1-EACA-WARR-WAR2006,600000037,F,400000007
1003-MI1-EACA-WARR-WAR2006,600000038,F,400000007
1003-MI1-EACA-WARR-WAR2006,600000039,F,400000007
1003-MI1-EACA-WARR-WAR2031,600000040,F,400000008
1003-MI1-EACA-WARR-WAR2031,600000041,F,400000008
1003-MI1-EACA-WARR-WAR2031,600000042,F,400000008
1003-MI1-EACA-WARR-WAR2031,600000043,F,400000008
1003-MI1-EACA-WARR-WAR2031,600000044,F,400000008
1003-MI1-EACA-WARR-WAR2013,600000045,F,400000009
1003-MI1-EACA-WARR-WAR2013,600000046,F,400000009
1003-MI1-EACA-WARR-WAR2013,600000047,F,400000009
1003-MI1-EACA-WARR-WAR2013,600000048,F,400000009
1003-MI1-EACA-WARR-WAR2013,600000049,F,400000009
1003-MI1-EACA-WARR-WAR2033,600000050,F,400000010
1003-MI1-EACA-WARR-WAR2033,600000051,F,400000010
1003-MI1-EACA-WARR-WAR2033,600000052,F,400000010
1003-MI1-EACA-WARR-WAR2033,600000053,F,400000010
1003-MI1-EACA-WARR-WAR2033,600000054,F,400000010
1003-MI1-EACA-WARR-WAR2010,600000055,F,400000011
1003-MI1-EACA-WARR-WAR2010,600000056,F,400000011
1003-MI1-EACA-WARR-WAR2010,600000057,F,400000011
1003-MI1-EACA-WARR-WAR2010,600000058,F,400000011
1003-MI1-EACA-WARR-WAR2010,600000059,F,400000011
1003-MI1-EACA-WARR-WAR2015,600000060,F,400000012
1003-MI1-EACA-WARR-WAR2015,600000061,F,400000012
1003-MI1-EACA-WARR-WAR2015,600000062,F,400000012
1003-MI1-EACA-WARR-WAR2015,600000063,F,400000012
1003-MI1-EACA-WARR-WAR2015,600000064,F,400000012
1003-MI1-EACA-WARR-WAR2018,600000065,F,400000013
1003-MI1-EACA-WARR-WAR2018,600000066,F,400000013
1003-MI1-EACA-WARR-WAR2018,600000067,F,400000013
1003-MI1-EACA-WARR-WAR2018,600000068,F,400000013
1003-MI1-EACA-WARR-WAR2018,600000069,F,400000013
1003-MI1-EACA-WARR-WAR2019,600000070,F,400000014
1003-MI1-EACA-WARR-WAR2019,600000071,F,400000014
1003-MI1-EACA-WARR-WAR2019,600000072,F,400000014
1003-MI1-EACA-WARR-WAR2019,600000073,F,400000014
1003-MI1-EACA-WARR-WAR2019,600000074,F,400000014
1003-MI1-EACA-WARR-WAR2024,600000075,F,400000015
1003-MI1-EACA-WARR-WAR2024,600000076,F,400000015
1003-MI1-EACA-WARR-WAR2024,600000077,F,400000015
1003-MI1-EACA-WARR-WAR2024,600000078,F,400000015
1003-MI1-EACA-WARR-WAR2024,600000079,F,400000015
1003-MI1-EACA-WARR-WAR2037,600000080,F,400000016
1003-MI1-EACA-WARR-WAR2037,600000081,F,400000016
1003-MI1-EACA-WARR-WAR2037,600000082,F,400000016
1003-MI1-EACA-WARR-WAR2037,600000083,F,400000016
1003-MI1-EACA-WARR-WAR2037,600000084,F,400000016
1003-MI1-EACA-WARR-WAR2034,600000085,F,400000017
1003-MI1-EACA-WARR-WAR2034,600000086,F,400000017
1003-MI1-EACA-WARR-WAR2034,600000087,F,400000017
1003-MI1-EACA-WARR-WAR2034,600000088,F,400000017
1003-MI1-EACA-WARR-WAR2034,600000089,F,400000017
1003-MI1-EACA-WARR-WAR2021,600000090,F,400000018
1003-MI1-EACA-WARR-WAR2021,600000091,F,400000018
1003-MI1-EACA-WARR-WAR2021,600000092,F,400000018
1003-MI1-EACA-WARR-WAR2021,600000093,F,400000018
1003-MI1-EACA-WARR-WAR2021,600000094,F,400000018
1003-MI1-EACA-WARR-WAR2022,600000095,F,400000019
1003-MI1-EACA-WARR-WAR2022,600000096,F,400000019
1003-MI1-EACA-WARR-WAR2022,600000097,F,400000019
1003-MI1-EACA-WARR-WAR2022,600000098,F,400000019
1003-MI1-EACA-WARR-WAR2022,600000099,F,400000019
1003-MI1-EACA-WARR-WAR2023,600000100,F,400000020
1003-MI1-EACA-WARR-WAR2023,600000101,F,400000020
